index_rows|position|name|date|start|end|minister_number|sex
94|Leader of the Government in the Senate|Walter Aseltine|12 May 1958-31 August 1962|1958-05-12|1962-08-31|18|male
212|Minister of State (Science and Technology)|Robert de Cotret|27 August 1987-30 January 1989|1987-08-27|1989-01-30|24|male
252|Minister of Transport|Don Mazankowski|17 September 1984-30 June 1986|1984-09-17|1986-06-30|24|male
125|Minister of Justice and Attorney General|Joe Clark (acting)|8 December 1988-30 January 1989|1988-12-08|1989-01-30|24|male
126|Minister of Justice and Attorney General|Doug Lewis|30 January 1989-23 February 1990|1989-01-30|1990-02-23|24|male
214|Minister of State (Science and Technology)|William Winegard|30 January 1989-23 February 1990|1989-01-30|1990-02-23|24|male
251|Minister of Supply and Services and Receiver General|Paul Dick|30 January 1989-25 June 1993|1989-01-30|1993-06-25|24|male
128|Minister of Justice and Attorney General|Pierre Blais|4 January 1993-25 June 1993|1993-01-04|1993-06-25|24|male
215|Secretary of State for Canada|Walter McLean|17 September 1984-20 August 1985|1984-09-17|1985-08-20|24|male
132|Minister of Labour|Bill McKnight|17 September 1984-30 June 1986|1984-09-17|1986-06-30|24|male
133|Minister of Labour|Pierre Cadieux|30 June 1986-30 January 1989|1986-06-30|1989-01-30|24|male
134|Minister of Labour|Jean Corbeil|30 January 1989-21 April 1991|1989-01-30|1991-04-21|24|male
123|Minister of Justice and Attorney General|John Crosbie|17 September 1984-30 June 1986|1984-09-17|1986-06-30|24|male
135|Minister of Labour|Marcel Danis|21 April 1991-25 June 1993|1991-04-21|1993-06-25|24|male
217|Secretary of State for Canada|David Crombie|30 June 1986-31 March 1988|1986-06-30|1988-03-31|24|male
250|Minister of Supply and Services and Receiver General|Lucien Bouchard|31 March 1988-30 January 1989|1988-03-31|1989-01-30|24|male
218|Secretary of State for Canada|Lucien Bouchard|31 March 1988-30 January 1989|1988-03-31|1989-01-30|24|male
139|Leader of the Government in the House of Commons|Don Mazankowski|30 June 1986-3 April 1989|1986-06-30|1989-04-03|24|male
140|Leader of the Government in the House of Commons|Doug Lewis|3 April 1989-23 February 1990|1989-04-03|1990-02-23|24|male
220|Secretary of State for Canada|Robert de Cotret|21 April 1991-4 January 1993|1991-04-21|1993-01-04|24|male
249|Minister of Supply and Services and Receiver General|Stewart McInnes (acting)|3 February 1988-31 March 1988|1988-02-03|1988-03-31|24|male
248|Minister of Supply and Services and Receiver General|Michel Côté|27 August 1987-3 February 1988|1987-08-27|1988-02-03|24|male
142|Minister of State (Deputy Leader of the Government in the House of Commons)|Doug Lewis|27 August 1987-30 January 1989|1987-08-27|1989-01-30|24|male
143|Deputy Leader of the Government in the House of Commons|Doug Lewis|27 August 1987-30 January 1989|1987-08-27|1989-01-30|24|male
144|Deputy Leader of the Government in the House of Commons|Jean Charest|30 January 1989-23 February 1990|1989-01-30|1990-02-23|24|male
216|Secretary of State for Canada|Benoît Bouchard|20 August 1985-30 June 1986|1985-08-20|1986-06-30|24|male
246|Minister of Supply and Services and Receiver General|Stewart McInnes|20 August 1985-30 June 1986|1985-08-20|1986-06-30|24|male
122|Minister of State (International Trade)|John McDermid|15 September 1988-30 January 1989|1988-09-15|1989-01-30|24|male
120|Minister of International Trade|John Crosbie|31 March 1988-21 April 1991|1988-03-31|1991-04-21|24|male
99|Minister of State (Forestry)|Frank Oberle (acting)|8 December 1988-30 January 1989|1988-12-08|1989-01-30|24|male
256|Minister of Transport|Jean Corbeil|21 April 1991-25 June 1993|1991-04-21|1993-06-25|24|male
100|Minister of State (Forestry)|Frank Oberle|30 January 1989-23 February 1990|1989-01-30|1990-02-23|24|male
101|Minister of State (Forestry and Mines)|Gerald Merrithew|17 September 1984-30 June 1986|1984-09-17|1986-06-30|24|male
208|Minister of State (Science and Technology)|Tom Siddon|17 September 1984-20 November 1985|1984-09-17|1985-11-20|24|male
255|Minister of Transport|Doug Lewis|23 February 1990-21 April 1991|1990-02-23|1991-04-21|24|male
102|Minister of State (Grains and Oilseeds)|Charles Mayer|17 September 1984-4 January 1993|1984-09-17|1993-01-04|24|male
103|Minister of State (Housing)|John McDermid|15 September 1988-30 January 1989|1988-09-15|1989-01-30|24|male
104|Minister of State (Housing)|Alan Redway|30 January 1989-15 March 1991|1989-01-30|1991-03-15|24|male
105|Minister of Indian Affairs and Northern Development|David Crombie|17 September 1984-30 June 1986|1984-09-17|1986-06-30|24|male
189|Minister of State (Privatization and Regulatory Affairs)|John McDermid|30 January 1989-26 February 1991|1989-01-30|1991-02-26|24|male
121|Minister of International Trade|Michael Wilson|21 April 1991-25 June 1993|1991-04-21|1993-06-25|24|male
106|Minister of Indian Affairs and Northern Development|Bill McKnight|30 June 1986-30 January 1989|1986-06-30|1989-01-30|24|male
108|Minister of Indian Affairs and Northern Development|Tom Siddon|23 February 1990-25 June 1993|1990-02-23|1993-06-25|24|male
109|Minister of State (Indian Affairs and Northern Development)|Bernard Valcourt|27 August 1987-30 January 1989|1987-08-27|1989-01-30|24|male
113|Minister of State (Indian Affairs and Northern Development)|Pierre H. Vincent|4 January 1993-25 June 1993|1993-01-04|1993-06-25|24|male
114|Minister of State (Immigration)|Walter McLean|20 August 1985-30 June 1986|1985-08-20|1986-06-30|24|male
209|Minister of State (Science and Technology)|Frank Oberle|20 November 1985-11 August 1987|1985-11-20|1987-08-11|24|male
210|Minister of State (Science and Technology)|Michel Côté|11 August 1987-27 August 1987|1987-08-11|1987-08-27|24|male
253|Minister of Transport|John Crosbie|30 June 1986-31 March 1988|1986-06-30|1988-03-31|24|male
116|Minister of Industry, Science and Technology|Benoît Bouchard|23 February 1990-21 April 1991|1990-02-23|1991-04-21|24|male
117|Minister of Industry, Science and Technology|Michael Wilson|21 April 1991-25 June 1993|1991-04-21|1993-06-25|24|male
118|Minister of International Trade|James Kelleher|17 September 1984-30 June 1986|1984-09-17|1986-06-30|24|male
211|Minister of State (Science and Technology)|Frank Oberle|11 August 1987-30 January 1989|1987-08-11|1989-01-30|24|male
107|Minister of Indian Affairs and Northern Development|Pierre Cadieux|30 January 1989-23 February 1990|1989-01-30|1990-02-23|24|male
207|Minister for Science|Tom Hockin|4 January 1993-25 June 1993|1993-01-04|1993-06-25|24|male
222|Minister of State (Seniors)|George Hees|27 August 1987-15 September 1988|1987-08-27|1988-09-15|24|male
146|Deputy Leader of the Government in the House of Commons|Pierre Cadieux|21 April 1991-25 June 1993|1991-04-21|1993-06-25|24|male
170|Minister of National Defence|Erik Nielsen (acting)|12 February 1985-27 February 1985|1985-02-12|1985-02-27|24|male
171|Minister of National Defence|Erik Nielsen|27 February 1985-30 June 1986|1985-02-27|1986-06-30|24|male
236|Minister responsible for Standards Council of Canada|Michel Côté|17 September 1984-30 June 1986|1984-09-17|1986-06-30|24|male
235|Solicitor General|Doug Lewis|21 April 1991-25 June 1993|1991-04-21|1993-06-25|24|male
196|Minister of Regional Economic Expansion|Michel Côté|30 June 1986-27 August 1987|1986-06-30|1987-08-27|24|male
173|Minister of National Defence|Bill McKnight|30 January 1989-21 April 1991|1989-01-30|1991-04-21|24|male
174|Minister of National Defence|Marcel Masse|21 April 1991-4 January 1993|1991-04-21|1993-01-04|24|male
176|Minister of National Health and Welfare|Jake Epp|17 September 1984-30 January 1989|1984-09-17|1989-01-30|24|male
195|Minister of Regional Economic Expansion|Don Mazankowski (acting)|13 May 1986-30 June 1986|1986-05-13|1986-06-30|24|male
194|Minister of Regional Economic Expansion|Sinclair Stevens|17 September 1984-13 May 1986|1984-09-17|1986-05-13|24|male
178|Minister of National Health and Welfare|Benoît Bouchard|21 April 1991-25 June 1993|1991-04-21|1993-06-25|24|male
169|Minister of National Defence|Robert Coates|17 September 1984-12 February 1985|1984-09-17|1985-02-12|24|male
180|Minister of National Revenue|Elmer MacKay|20 August 1985-30 January 1989|1985-08-20|1989-01-30|24|male
182|President of the Privy Council|Erik Nielsen|17 September 1984-27 February 1985|1984-09-17|1985-02-27|24|male
231|Solicitor General|James Kelleher|30 June 1986-8 December 1988|1986-06-30|1988-12-08|24|male
193|Minister of Public Works|Elmer MacKay|30 January 1989-25 June 1993|1989-01-30|1993-06-25|24|male
234|Solicitor General|Pierre Cadieux|23 February 1990-21 April 1991|1990-02-23|1991-04-21|24|male
192|Minister of Public Works|Otto Jelinek (acting)|8 December 1988-30 January 1989|1988-12-08|1989-01-30|24|male
184|President of the Privy Council|Don Mazankowski|30 June 1986-21 April 1991|1986-06-30|1991-04-21|24|male
185|President of the Privy Council|Joe Clark|21 April 1991-25 June 1993|1991-04-21|1993-06-25|24|male
186|Minister responsible for Privatization and Regulatory Affairs|Don Mazankowski|27 August 1987-21 April 1991|1987-08-27|1991-04-21|24|male
191|Minister of Public Works|Stewart McInnes|30 June 1986-8 December 1988|1986-06-30|1988-12-08|24|male
233|Solicitor General|Pierre Blais|30 January 1989-23 February 1990|1989-01-30|1990-02-23|24|male
188|Minister of State (Privatization and Regulatory Affairs)|Don Mazankowski|31 March 1988-30 January 1989|1988-03-31|1989-01-30|24|male
181|Minister of National Revenue|Otto Jelinek|30 January 1989-25 June 1993|1989-01-30|1993-06-25|24|male
145|Deputy Leader of the Government in the House of Commons|Marcel Danis|23 February 1990-21 April 1991|1990-02-23|1991-04-21|24|male
197|Minister of Regional Economic Expansion|Robert de Cotret|27 August 1987-30 January 1989|1987-08-27|1989-01-30|24|male
166|Associate Minister of National Defence|Paul Dick|30 June 1986-30 January 1989|1986-06-30|1989-01-30|24|male
148|Leader of the Government in the Senate|Lowell Murray|30 June 1986-25 June 1993|1986-06-30|1993-06-25|24|male
149|Minister responsible for Metric Commission|Michel Côté|17 September 1984-31 March 1985|1984-09-17|1985-03-31|24|male
150|Minister responsible for Multiculturalism|Otto Jelinek|17 September 1984-30 June 1986|1984-09-17|1986-06-30|24|male
151|Minister responsible for Multiculturalism|David Crombie|30 June 1986-31 March 1988|1986-06-30|1988-03-31|24|male
152|Minister of State|Roch La Salle|17 September 1984-20 February 1987|1984-09-17|1987-02-20|24|male
153|Minister of State (Mines)|Robert Layton|17 September 1984-30 June 1986|1984-09-17|1986-06-30|24|male
154|Minister of State (Multiculturalism)|Jack Murta|17 September 1984-20 August 1985|1984-09-17|1985-08-20|24|male
155|Minister of State (Multiculturalism)|Otto Jelinek|20 August 1985-30 June 1986|1985-08-20|1986-06-30|24|male
242|Minister responsible for the Status of Women|Walter McLean|17 September 1984-30 June 1986|1984-09-17|1986-06-30|24|male
241|Minister responsible for Standards Council of Canada|Pierre H. Vincent|4 January 1993-25 June 1993|1993-01-04|1993-06-25|24|male
156|Minister of State (Multiculturalism)|David Crombie|30 June 1986-31 March 1988|1986-06-30|1988-03-31|24|male
229|Solicitor General|Elmer MacKay|17 September 1984-20 August 1985|1984-09-17|1985-08-20|24|male
224|Minister of State (Small Businesses)|André Bissonnette|17 September 1984-30 June 1986|1984-09-17|1986-06-30|24|male
240|Minister responsible for Standards Council of Canada|Pierre Blais|23 February 1990-4 January 1993|1990-02-23|1993-01-04|24|male
202|Minister responsible for Royal Canadian Mint|Michel Côté|27 August 1987-3 February 1988|1987-08-27|1988-02-03|24|male
160|Minister responsible for National Capital Commission|Roch La Salle|17 September 1984-30 June 1986|1984-09-17|1986-06-30|24|male
161|Minister responsible for National Capital Commission|Stewart McInnes|30 June 1986-8 December 1988|1986-06-30|1988-12-08|24|male
162|Minister responsible for National Capital Commission|Otto Jelinek (acting)|8 December 1988-30 January 1989|1988-12-08|1989-01-30|24|male
163|Minister responsible for National Capital Commission|Elmer MacKay|30 January 1989-25 June 1993|1989-01-30|1993-06-25|24|male
226|Minister of State (Small Businesses and Tourism)|Tom Hockin|30 January 1989-25 June 1993|1989-01-30|1993-06-25|24|male
200|Minister responsible for Royal Canadian Mint|Stewart McInnes|20 August 1985-30 June 1986|1985-08-20|1986-06-30|24|male
238|Minister responsible for Standards Council of Canada|Bernard Valcourt|30 January 1989-2 August 1989|1989-01-30|1989-08-02|24|male
227|Minister of State (Tourism)|Thomas McMillan|17 September 1984-20 August 1985|1984-09-17|1985-08-20|24|male
228|Minister of State (Tourism)|Jack Murta|20 August 1985-30 June 1986|1985-08-20|1986-06-30|24|male
225|Minister of State (Small Businesses and Tourism)|Bernard Valcourt|30 June 1986-30 January 1989|1986-06-30|1989-01-30|24|male
97|Minister of State (Forestry)|Gerald Merrithew|30 June 1986-15 September 1988|1986-06-30|1988-09-15|24|male
254|Minister of Transport|Benoît Bouchard|31 March 1988-23 February 1990|1988-03-31|1990-02-23|24|male
95|Minister of State (Fitness and Amateur Sport)|Pierre Cadieux|21 April 1991-25 June 1993|1991-04-21|1993-06-25|24|male
27|Minister responsible for Canada Post Corporation|Michel Côté|20 August 1985-20 January 1987|1985-08-20|1987-01-20|24|male
276|Minister of the Western Diversification Office|Bill McKnight|4 August 1987-28 June 1988|1987-08-04|1988-06-28|24|male
30|Minister responsible for the Canadian Wheat Board|John Wise|17 September 1984-15 September 1988|1984-09-17|1988-09-15|24|male
31|Minister responsible for the Canadian Wheat Board|Charles Mayer|15 September 1988-25 June 1993|1988-09-15|1993-06-25|24|male
32|Minister of State (Canadian Wheat Board)|Charles Mayer|17 September 1984-25 June 1993|1984-09-17|1993-06-25|24|male
33|Minister of Communications|Marcel Masse|17 September 1984-26 September 1985|1984-09-17|1985-09-26|24|male
34|Minister of Communications|Benoît Bouchard (acting)|26 September 1985-30 November 1985|1985-09-26|1985-11-30|24|male
35|Minister of Communications|Marcel Masse|30 November 1985-30 June 1986|1985-11-30|1986-06-30|24|male
37|Minister of Communications|Lowell Murray (acting)|7 December 1988-30 January 1989|1988-12-07|1989-01-30|24|male
274|Minister of Veterans Affairs|Gerald Merrithew|15 September 1988-4 January 1993|1988-09-15|1993-01-04|24|male
38|Minister of Communications|Marcel Masse|30 January 1989-21 April 1991|1989-01-30|1991-04-21|24|male
277|Minister of Western Economic Diversification|Bill McKnight|28 June 1988-30 January 1989|1988-06-28|1989-01-30|24|male
273|Minister of Veterans Affairs|George Hees|17 September 1984-15 September 1988|1984-09-17|1988-09-15|24|male
40|Minister responsible for Constitutional Affairs|Joe Clark|21 April 1991-25 June 1993|1991-04-21|1993-06-25|24|male
41|Minister of Consumer and Corporate Affairs and Registrar General|Michel Côté|17 September 1984-30 June 1986|1984-09-17|1986-06-30|24|male
271|President of the Treasury Board|Gilles Loiselle|20 September 1990-25 June 1993|1990-09-20|1993-06-25|24|male
96|Minister of Forestry|Frank Oberle|23 February 1990-25 June 1993|1990-02-23|1993-06-25|24|male
270|President of the Treasury Board|Robert de Cotret|30 January 1989-20 September 1990|1989-01-30|1990-09-20|24|male
269|President of the Treasury Board|Doug Lewis (acting)|8 December 1988-30 January 1989|1988-12-08|1989-01-30|24|male
45|Minister of Consumer and Corporate Affairs and Registrar General|Pierre Blais|23 February 1990-4 January 1993|1990-02-23|1993-01-04|24|male
46|Minister of Consumer and Corporate Affairs and Registrar General|Pierre H. Vincent|4 January 1993-25 June 1993|1993-01-04|1993-06-25|24|male
47|Minister responsible for Defence Construction Canada|Robert Coates|17 September 1984-12 February 1985|1984-09-17|1985-02-12|24|male
48|Minister responsible for Defence Construction Canada|Erik Nielsen (acting)|12 February 1985-27 February 1985|1985-02-12|1985-02-27|24|male
49|Minister responsible for Defence Construction Canada|Erik Nielsen|27 February 1985-30 June 1986|1985-02-27|1986-06-30|24|male
272|Minister of State (Treasury Board)|Doug Lewis|27 August 1987-30 January 1989|1987-08-27|1989-01-30|24|male
268|President of the Treasury Board|Michael Wilson (acting)|28 September 1988-8 December 1988|1988-09-28|1988-12-08|24|male
25|Minister responsible for Canada Mortgage and Housing Corporation|Elmer MacKay|21 April 1991-25 June 1993|1991-04-21|1993-06-25|24|male
23|Minister responsible for Canada Mortgage and Housing Corporation|Alan Redway|30 January 1989-15 March 1991|1989-01-30|1991-03-15|24|male
95|Leader of the Government in the Senate|Alfred Johnson Brooks|31 August 1962-22 April 1963|1962-08-31|1963-04-22|18|male
0|Prime Minister|Brian Mulroney|17 September 1984-25 June 1993|1984-09-17|1993-06-25|24|male
283|Minister of State (Youth)(Fitness and Amateur Sport)|Marcel Danis|23 February 1990-21 April 1991|1990-02-23|1991-04-21|24|male
1|Deputy Prime Minister|Erik Nielsen|17 September 1984-30 June 1986|1984-09-17|1986-06-30|24|male
2|Deputy Prime Minister|Don Mazankowski|30 June 1986-25 June 1993|1986-06-30|1993-06-25|24|male
3|Minister of Agriculture|John Wise|17 September 1984-15 September 1988|1984-09-17|1988-09-15|24|male
4|Minister of Agriculture|Don Mazankowski|15 September 1988-21 April 1991|1988-09-15|1991-04-21|24|male
